file,title,character,episode
oss117_la_maintenant_vous_me_faites_quoi.mp3,"Et là, maintenant, vous me faites quoi ?",Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_le_metier_qui_rentre.mp3,C'est le métier qui rentre.,Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_la_france_a_besoin_de_legypte.mp3,"Le monde a besoin de la France, comme il a besoin de l'Égypte.",Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_bonjour_hubert_bonisseur.mp3,"Bonjour, Hubert Bonisseur de La Bath, agent OSS 117.",Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_aussi_blanc_que_moi.mp3,"Aussi blanc que moi, ce n'est pas possible.",Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_valeurs_de_la_republique.mp3,Je ne plaisante jamais avec les valeurs de la République.,Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_gardez_le_moustachu_a_loeil.mp3,Gardez le moustachu à l'œil.,Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_vous_voila_bien_songeur_armand.mp3,"Vous voilà bien songeur, Armand.",Hubert Bonisseur de La Bath,Le Caire nid d'espions
oss117_reveille_toi_jack.mp3,"Réveille-toi Jack, l'Amérique a besoin de toi.",Hubert Bonisseur de La Bath,Rio ne répond plus
oss117_exemple_a_remplacer.mp3,Remplace cette ligne par ta réplique,Personnage,
